index,o3_sub_index,no2_one_hour_max,o3_eight_hour_max,psi_twenty_four_hourly,pm10_twenty_four_hourly,pm10_sub_index,pm25_twenty_four_hourly,pm25_sub_index,psi_three_hourly,so2_sub_index,so2_twenty_four_hourly,co_eight_hour_max,co_sub_index,date
2284,"{'west': 12, 'national': 37, 'east': 14, 'central': 25, 'south': 10, 'north': 37}","{'west': 51, 'national': 103, 'east': 103, 'central': 53, 'south': 24, 'north': 42}","{'west': 29, 'national': 88, 'east': 33, 'central': 58, 'south': 24, 'north': 88}","{'west': 31, 'national': 54, 'east': 54, 'central': 42, 'south': 37, 'north': 37}","{'west': 15, 'national': 31, 'east': 27, 'central': 17, 'south': 19, 'north': 31}","{'west': 15, 'national': 31, 'east': 27, 'central': 17, 'south': 19, 'north': 31}","{'west': 8, 'national': 14, 'east': 14, 'central': 10, 'south': 9, 'north': 8}","{'west': 31, 'national': 54, 'east': 54, 'central': 42, 'south': 37, 'north': 33}",,"{'west': 6, 'national': 6, 'east': 3, 'central': 1, 'south': 3, 'north': 2}","{'west': 9, 'national': 9, 'east': 5, 'central': 2, 'south': 5, 'north': 3}","{'west': 0.5, 'national': 0.75, 'east': 0.65, 'central': 0.44, 'south': 0.24, 'north': 0.75}","{'west': 5, 'national': 8, 'east': 6, 'central': 4, 'south': 2, 'north': 8}",2023-04-04
2285,"{'west': 10, 'national': 20, 'east': 6, 'central': 18, 'south': 12, 'north': 20}","{'west': 19, 'national': 59, 'east': 59, 'central': 48, 'south': 22, 'north': 53}","{'west': 23, 'national': 47, 'east': 13, 'central': 41, 'south': 27, 'north': 47}","{'west': 38, 'national': 61, 'east': 61, 'central': 57, 'south': 56, 'north': 36}","{'west': 18, 'national': 36, 'east': 36, 'central': 23, 'south': 29, 'north': 36}","{'west': 18, 'national': 36, 'east': 36, 'central': 23, 'south': 29, 'north': 36}","{'west': 9, 'national': 21, 'east': 21, 'central': 17, 'south': 17, 'north': 9}","{'west': 38, 'national': 61, 'east': 61, 'central': 57, 'south': 56, 'north': 36}",,"{'west': 5, 'national': 5, 'east': 3, 'central': 1, 'south': 2, 'north': 2}","{'west': 8, 'national': 8, 'east': 5, 'central': 2, 'south': 3, 'north': 3}","{'west': 0.54, 'national': 0.6, 'east': 0.6, 'central': 0.57, 'south': 0.32, 'north': 0.18}","{'west': 5, 'national': 6, 'east': 6, 'central': 6, 'south': 3, 'north': 2}",2023-04-05
2286,"{'west': 5, 'national': 12, 'east': 5, 'central': 5, 'south': 3, 'north': 12}","{'west': 19, 'national': 32, 'east': 31, 'central': 31, 'south': 18, 'north': 32}","{'west': 12, 'national': 28, 'east': 13, 'central': 11, 'south': 7, 'north': 28}","{'west': 34, 'national': 60, 'east': 60, 'central': 53, 'south': 54, 'north': 36}","{'west': 16, 'national': 36, 'east': 36, 'central': 19, 'south': 28, 'north': 36}","{'west': 16, 'national': 36, 'east': 36, 'central': 19, 'south': 28, 'north': 36}","{'west': 8, 'national': 20, 'east': 20, 'central': 14, 'south': 15, 'north': 9}","{'west': 34, 'national': 60, 'east': 60, 'central': 53, 'south': 54, 'north': 35}",,"{'west': 5, 'national': 5, 'east': 4, 'central': 1, 'south': 3, 'north': 2}","{'west': 9, 'national': 9, 'east': 6, 'central': 2, 'south': 5, 'north': 3}","{'west': 0.73, 'national': 0.73, 'east': 0.53, 'central': 0.51, 'south': 0.2, 'north': 0.3}","{'west': 7, 'national': 7, 'east': 5, 'central': 5, 'south': 2, 'north': 3}",2023-04-06
2287,,,,,,,,,,,,,,2023-04-07
2288,,,,,,,,,,,,,,2023-04-08
2289,,,,,,,,,,,,,,2023-04-09
2290,,,,,,,,,,,,,,2023-04-10
2291,,,,,,,,,,,,,,2023-04-11
2292,"{'west': 23, 'national': 31, 'east': 21, 'central': 28, 'south': 14, 'north': 31}","{'west': 30, 'national': 74, 'east': 27, 'central': 74, 'south': 29, 'north': 27}","{'west': 55, 'national': 72, 'east': 51, 'central': 65, 'south': 33, 'north': 72}","{'west': 52, 'national': 72, 'east': 72, 'central': 59, 'south': 63, 'north': 43}","{'west': 24, 'national': 52, 'east': 52, 'central': 25, 'south': 36, 'north': 43}","{'west': 24, 'national': 51, 'east': 51, 'central': 25, 'south': 36, 'north': 43}","{'west': 13, 'national': 31, 'east': 31, 'central': 19, 'south': 22, 'north': 10}","{'west': 52, 'national': 72, 'east': 72, 'central': 59, 'south': 63, 'north': 42}",,"{'west': 3, 'national': 3, 'east': 3, 'central': 1, 'south': 2, 'north': 1}","{'west': 5, 'national': 5, 'east': 4, 'central': 2, 'south': 3, 'north': 2}","{'west': 0.7, 'national': 0.71, 'east': 0.71, 'central': 0.69, 'south': 0.46, 'north': 0.64}","{'west': 7, 'national': 7, 'east': 7, 'central': 7, 'south': 5, 'north': 6}",2023-04-12
2293,"{'west': 21, 'national': 29, 'east': 18, 'central': 23, 'south': 15, 'north': 29}","{'west': 48, 'national': 98, 'east': 98, 'central': 70, 'south': 33, 'north': 80}","{'west': 49, 'national': 68, 'east': 42, 'central': 55, 'south': 34, 'north': 68}","{'west': 52, 'national': 68, 'east': 68, 'central': 68, 'south': 65, 'north': 44}","{'west': 30, 'national': 45, 'east': 45, 'central': 33, 'south': 36, 'north': 44}","{'west': 30, 'national': 45, 'east': 45, 'central': 33, 'south': 36, 'north': 44}","{'west': 13, 'national': 27, 'east': 27, 'central': 27, 'south': 24, 'north': 10}","{'west': 52, 'national': 68, 'east': 68, 'central': 68, 'south': 65, 'north': 41}",,"{'west': 4, 'national': 4, 'east': 3, 'central': 2, 'south': 3, 'north': 2}","{'west': 6, 'national': 6, 'east': 4, 'central': 3, 'south': 5, 'north': 3}","{'west': 0.64, 'national': 0.77, 'east': 0.77, 'central': 0.72, 'south': 0.41, 'north': 0.77}","{'west': 6, 'national': 8, 'east': 8, 'central': 7, 'south': 4, 'north': 8}",2023-04-13
2294,"{'west': 27, 'national': 33, 'east': 21, 'central': 32, 'south': 19, 'north': 33}","{'west': 44, 'national': 44, 'east': 28, 'central': 20, 'south': 20, 'north': 43}","{'west': 63, 'national': 78, 'east': 50, 'central': 76, 'south': 45, 'north': 78}","{'west': 53, 'national': 71, 'east': 71, 'central': 58, 'south': 66, 'north': 42}","{'west': 32, 'national': 47, 'east': 47, 'central': 24, 'south': 39, 'north': 42}","{'west': 32, 'national': 47, 'east': 47, 'central': 24, 'south': 39, 'north': 42}","{'west': 14, 'national': 30, 'east': 30, 'central': 18, 'south': 25, 'north': 10}","{'west': 53, 'national': 71, 'east': 71, 'central': 58, 'south': 66, 'north': 41}",,"{'west': 6, 'national': 6, 'east': 2, 'central': 1, 'south': 2, 'north': 2}","{'west': 9, 'national': 9, 'east': 3, 'central': 2, 'south': 3, 'north': 4}","{'west': 0.83, 'national': 0.83, 'east': 0.74, 'central': 0.75, 'south': 0.39, 'north': 0.79}","{'west': 8, 'national': 8, 'east': 7, 'central': 8, 'south': 4, 'north': 8}",2023-04-14
2295,"{'west': 19, 'national': 73, 'east': 26, 'central': 44, 'south': 20, 'north': 73}","{'west': 13, 'national': 44, 'east': 44, 'central': 30, 'south': 19, 'north': 34}","{'west': 44, 'national': 136, 'east': 61, 'central': 105, 'south': 47, 'north': 136}","{'west': 51, 'national': 73, 'east': 70, 'central': 62, 'south': 68, 'north': 73}","{'west': 34, 'national': 48, 'east': 46, 'central': 27, 'south': 40, 'north': 48}","{'west': 34, 'national': 48, 'east': 46, 'central': 27, 'south': 40, 'north': 48}","{'west': 12, 'national': 29, 'east': 29, 'central': 22, 'south': 27, 'north': 11}","{'west': 51, 'national': 70, 'east': 70, 'central': 62, 'south': 68, 'north': 47}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 1, 'south': 3, 'north': 2}","{'west': 6, 'national': 6, 'east': 3, 'central': 2, 'south': 5, 'north': 3}","{'west': 0.44, 'national': 0.77, 'east': 0.73, 'central': 0.77, 'south': 0.32, 'north': 0.53}","{'west': 4, 'national': 8, 'east': 7, 'central': 8, 'south': 3, 'north': 5}",2023-04-15
2296,"{'west': 14, 'national': 25, 'east': 14, 'central': 25, 'south': 11, 'north': 23}","{'west': 14, 'national': 100, 'east': 100, 'central': 60, 'south': 29, 'north': 64}","{'west': 33, 'national': 58, 'east': 34, 'central': 58, 'south': 26, 'north': 55}","{'west': 48, 'national': 65, 'east': 65, 'central': 58, 'south': 63, 'north': 42}","{'west': 22, 'national': 42, 'east': 41, 'central': 23, 'south': 36, 'north': 42}","{'west': 22, 'national': 42, 'east': 41, 'central': 23, 'south': 36, 'north': 42}","{'west': 11, 'national': 24, 'east': 24, 'central': 18, 'south': 23, 'north': 10}","{'west': 48, 'national': 65, 'east': 65, 'central': 58, 'south': 63, 'north': 40}",,"{'west': 3, 'national': 5, 'east': 3, 'central': 2, 'south': 5, 'north': 2}","{'west': 5, 'national': 7, 'east': 5, 'central': 3, 'south': 7, 'north': 3}","{'west': 0.37, 'national': 0.79, 'east': 0.74, 'central': 0.79, 'south': 0.28, 'north': 0.54}","{'west': 4, 'national': 8, 'east': 7, 'central': 8, 'south': 3, 'north': 5}",2023-04-16
2297,"{'west': 16, 'national': 33, 'east': 18, 'central': 22, 'south': 12, 'north': 33}","{'west': 39, 'national': 84, 'east': 51, 'central': 84, 'south': 31, 'north': 51}","{'west': 37, 'national': 78, 'east': 42, 'central': 53, 'south': 29, 'north': 78}","{'west': 34, 'national': 58, 'east': 58, 'central': 55, 'south': 54, 'north': 37}","{'west': 19, 'national': 36, 'east': 36, 'central': 20, 'south': 29, 'north': 31}","{'west': 19, 'national': 36, 'east': 36, 'central': 20, 'south': 29, 'north': 31}","{'west': 8, 'national': 18, 'east': 18, 'central': 16, 'south': 15, 'north': 9}","{'west': 34, 'national': 58, 'east': 58, 'central': 55, 'south': 54, 'north': 37}",,"{'west': 2, 'national': 6, 'east': 5, 'central': 3, 'south': 6, 'north': 2}","{'west': 4, 'national': 9, 'east': 7, 'central': 5, 'south': 9, 'north': 3}","{'west': 0.39, 'national': 0.66, 'east': 0.65, 'central': 0.61, 'south': 0.57, 'north': 0.66}","{'west': 4, 'national': 7, 'east': 6, 'central': 6, 'south': 6, 'north': 7}",2023-04-17
2298,"{'west': 16, 'national': 31, 'east': 12, 'central': 27, 'south': 11, 'north': 31}","{'west': 15, 'national': 35, 'east': 35, 'central': 32, 'south': 23, 'north': 29}","{'west': 37, 'national': 72, 'east': 27, 'central': 64, 'south': 25, 'north': 72}","{'west': 51, 'national': 60, 'east': 60, 'central': 57, 'south': 56, 'north': 39}","{'west': 29, 'national': 39, 'east': 34, 'central': 21, 'south': 29, 'north': 39}","{'west': 29, 'national': 39, 'east': 34, 'central': 21, 'south': 29, 'north': 39}","{'west': 12, 'national': 20, 'east': 20, 'central': 17, 'south': 17, 'north': 9}","{'west': 51, 'national': 60, 'east': 60, 'central': 57, 'south': 56, 'north': 37}",,"{'west': 4, 'national': 4, 'east': 2, 'central': 1, 'south': 3, 'north': 2}","{'west': 7, 'national': 7, 'east': 3, 'central': 2, 'south': 4, 'north': 3}","{'west': 0.36, 'national': 0.56, 'east': 0.56, 'central': 0.52, 'south': 0.46, 'north': 0.53}","{'west': 4, 'national': 6, 'east': 6, 'central': 5, 'south': 5, 'north': 5}",2023-04-18
2299,"{'west': 4, 'national': 16, 'east': 9, 'central': 12, 'south': 7, 'north': 16}","{'west': 46, 'national': 56, 'east': 37, 'central': 46, 'south': 29, 'north': 56}","{'west': 10, 'national': 37, 'east': 22, 'central': 29, 'south': 17, 'north': 37}","{'west': 34, 'national': 53, 'east': 51, 'central': 53, 'south': 48, 'north': 34}","{'west': 21, 'national': 34, 'east': 24, 'central': 18, 'south': 22, 'north': 34}","{'west': 21, 'national': 34, 'east': 24, 'central': 18, 'south': 22, 'north': 34}","{'west': 8, 'national': 14, 'east': 12, 'central': 14, 'south': 12, 'north': 8}","{'west': 34, 'national': 53, 'east': 51, 'central': 53, 'south': 48, 'north': 32}",,"{'west': 4, 'national': 4, 'east': 2, 'central': 1, 'south': 3, 'north': 2}","{'west': 7, 'national': 7, 'east': 3, 'central': 2, 'south': 5, 'north': 3}","{'west': 0.36, 'national': 0.64, 'east': 0.58, 'central': 0.59, 'south': 0.32, 'north': 0.64}","{'west': 4, 'national': 6, 'east': 6, 'central': 6, 'south': 3, 'north': 6}",2023-04-19
2300,"{'west': 6, 'national': 11, 'east': 8, 'central': 10, 'south': 5, 'north': 11}","{'west': 14, 'national': 68, 'east': 68, 'central': 39, 'south': 26, 'north': 66}","{'west': 14, 'national': 26, 'east': 18, 'central': 23, 'south': 11, 'north': 26}","{'west': 27, 'national': 44, 'east': 44, 'central': 31, 'south': 41, 'north': 25}","{'west': 13, 'national': 25, 'east': 22, 'central': 14, 'south': 19, 'north': 25}","{'west': 13, 'national': 25, 'east': 22, 'central': 14, 'south': 19, 'north': 25}","{'west': 7, 'national': 11, 'east': 11, 'central': 7, 'south': 10, 'north': 6}","{'west': 27, 'national': 44, 'east': 44, 'central': 31, 'south': 41, 'north': 23}",,"{'west': 4, 'national': 8, 'east': 8, 'central': 2, 'south': 7, 'north': 2}","{'west': 6, 'national': 12, 'east': 12, 'central': 4, 'south': 11, 'north': 3}","{'west': 0.32, 'national': 0.67, 'east': 0.67, 'central': 0.53, 'south': 0.47, 'north': 0.55}","{'west': 3, 'national': 7, 'east': 7, 'central': 5, 'south': 5, 'north': 6}",2023-04-20
2301,"{'west': 7, 'national': 21, 'east': 11, 'central': 20, 'south': 8, 'north': 21}","{'west': 29, 'national': 43, 'east': 43, 'central': 41, 'south': 17, 'north': 41}","{'west': 16, 'national': 50, 'east': 27, 'central': 47, 'south': 19, 'north': 50}","{'west': 37, 'national': 45, 'east': 45, 'central': 35, 'south': 37, 'north': 27}","{'west': 18, 'national': 27, 'east': 21, 'central': 14, 'south': 18, 'north': 27}","{'west': 18, 'national': 27, 'east': 21, 'central': 14, 'south': 18, 'north': 27}","{'west': 9, 'national': 11, 'east': 11, 'central': 8, 'south': 9, 'north': 6}","{'west': 37, 'national': 45, 'east': 45, 'central': 35, 'south': 37, 'north': 25}",,"{'west': 5, 'national': 6, 'east': 4, 'central': 3, 'south': 6, 'north': 2}","{'west': 9, 'national': 9, 'east': 7, 'central': 6, 'south': 9, 'north': 3}","{'west': 0.26, 'national': 0.55, 'east': 0.55, 'central': 0.46, 'south': 0.4, 'north': 0.47}","{'west': 3, 'national': 6, 'east': 6, 'central': 5, 'south': 4, 'north': 5}",2023-04-21
2302,"{'west': 5, 'national': 15, 'east': 8, 'central': 13, 'south': 6, 'north': 15}","{'west': 26, 'national': 32, 'east': 29, 'central': 23, 'south': 13, 'north': 32}","{'west': 13, 'national': 36, 'east': 18, 'central': 30, 'south': 15, 'north': 36}","{'west': 26, 'national': 36, 'east': 36, 'central': 29, 'south': 31, 'north': 20}","{'west': 11, 'national': 20, 'east': 16, 'central': 11, 'south': 14, 'north': 20}","{'west': 11, 'national': 20, 'east': 16, 'central': 11, 'south': 14, 'north': 20}","{'west': 6, 'national': 9, 'east': 9, 'central': 7, 'south': 7, 'north': 5}","{'west': 26, 'national': 36, 'east': 36, 'central': 29, 'south': 31, 'north': 20}",,"{'west': 6, 'national': 6, 'east': 3, 'central': 1, 'south': 3, 'north': 2}","{'west': 9, 'national': 9, 'east': 5, 'central': 2, 'south': 4, 'north': 3}","{'west': 0.31, 'national': 0.5, 'east': 0.5, 'central': 0.48, 'south': 0.3, 'north': 0.42}","{'west': 3, 'national': 5, 'east': 5, 'central': 5, 'south': 3, 'north': 4}",2023-04-22
2303,"{'west': 9, 'national': 17, 'east': 10, 'central': 17, 'south': 6, 'north': 17}","{'west': 12, 'national': 30, 'east': 28, 'central': 30, 'south': 16, 'north': 26}","{'west': 21, 'national': 40, 'east': 23, 'central': 40, 'south': 14, 'north': 39}","{'west': 19, 'national': 30, 'east': 30, 'central': 19, 'south': 29, 'north': 19}","{'west': 9, 'national': 18, 'east': 15, 'central': 10, 'south': 14, 'north': 18}","{'west': 9, 'national': 18, 'east': 15, 'central': 10, 'south': 14, 'north': 18}","{'west': 5, 'national': 7, 'east': 7, 'central': 4, 'south': 7, 'north': 5}","{'west': 19, 'national': 30, 'east': 30, 'central': 19, 'south': 29, 'north': 19}",,"{'west': 3, 'national': 4, 'east': 4, 'central': 2, 'south': 3, 'north': 2}","{'west': 5, 'national': 6, 'east': 6, 'central': 2, 'south': 4, 'north': 3}","{'west': 0.31, 'national': 0.59, 'east': 0.54, 'central': 0.59, 'south': 0.32, 'north': 0.48}","{'west': 3, 'national': 6, 'east': 5, 'central': 6, 'south': 3, 'north': 5}",2023-04-23
2304,"{'west': 5, 'national': 20, 'east': 16, 'central': 20, 'south': 10, 'north': 16}","{'west': 40, 'national': 40, 'east': 18, 'central': 18, 'south': 11, 'north': 17}","{'west': 11, 'national': 47, 'east': 38, 'central': 47, 'south': 22, 'north': 37}","{'west': 33, 'national': 34, 'east': 32, 'central': 31, 'south': 34, 'north': 24}","{'west': 19, 'national': 24, 'east': 18, 'central': 13, 'south': 15, 'north': 24}","{'west': 19, 'national': 24, 'east': 18, 'central': 13, 'south': 15, 'north': 24}","{'west': 8, 'national': 8, 'east': 8, 'central': 7, 'south': 8, 'north': 6}","{'west': 33, 'national': 34, 'east': 32, 'central': 31, 'south': 34, 'north': 23}",,"{'west': 4, 'national': 4, 'east': 2, 'central': 1, 'south': 2, 'north': 2}","{'west': 6, 'national': 6, 'east': 4, 'central': 2, 'south': 3, 'north': 3}","{'west': 0.36, 'national': 0.59, 'east': 0.53, 'central': 0.59, 'south': 0.29, 'north': 0.22}","{'west': 4, 'national': 6, 'east': 5, 'central': 6, 'south': 3, 'north': 2}",2023-04-24
2305,"{'west': 4, 'national': 15, 'east': 13, 'central': 13, 'south': 7, 'north': 15}","{'west': 19, 'national': 40, 'east': 34, 'central': 40, 'south': 17, 'north': 22}","{'west': 9, 'national': 35, 'east': 30, 'central': 31, 'south': 16, 'north': 35}","{'west': 33, 'national': 39, 'east': 39, 'central': 38, 'south': 36, 'north': 25}","{'west': 18, 'national': 21, 'east': 20, 'central': 14, 'south': 17, 'north': 21}","{'west': 18, 'national': 21, 'east': 20, 'central': 14, 'south': 17, 'north': 21}","{'west': 8, 'national': 9, 'east': 9, 'central': 9, 'south': 9, 'north': 6}","{'west': 33, 'national': 39, 'east': 39, 'central': 38, 'south': 36, 'north': 25}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 1}","{'west': 6, 'national': 6, 'east': 4, 'central': 3, 'south': 3, 'north': 2}","{'west': 0.33, 'national': 0.71, 'east': 0.55, 'central': 0.71, 'south': 0.42, 'north': 0.32}","{'west': 3, 'national': 7, 'east': 6, 'central': 7, 'south': 4, 'north': 3}",2023-04-25
2306,"{'west': 10, 'national': 16, 'east': 11, 'central': 16, 'south': 9, 'north': 13}","{'west': 20, 'national': 23, 'east': 9, 'central': 21, 'south': 13, 'north': 23}","{'west': 24, 'national': 39, 'east': 27, 'central': 39, 'south': 21, 'north': 30}","{'west': 24, 'national': 49, 'east': 48, 'central': 41, 'south': 49, 'north': 32}","{'west': 15, 'national': 26, 'east': 24, 'central': 18, 'south': 21, 'north': 26}","{'west': 15, 'national': 26, 'east': 24, 'central': 18, 'south': 21, 'north': 26}","{'west': 6, 'national': 12, 'east': 11, 'central': 10, 'south': 12, 'north': 8}","{'west': 24, 'national': 49, 'east': 48, 'central': 41, 'south': 49, 'north': 32}",,"{'west': 4, 'national': 4, 'east': 2, 'central': 2, 'south': 3, 'north': 1}","{'west': 7, 'national': 7, 'east': 4, 'central': 3, 'south': 5, 'north': 2}","{'west': 0.33, 'national': 0.67, 'east': 0.54, 'central': 0.67, 'south': 0.32, 'north': 0.38}","{'west': 3, 'national': 7, 'east': 5, 'central': 7, 'south': 3, 'north': 4}",2023-04-26
2307,"{'west': 4, 'national': 10, 'east': 6, 'central': 10, 'south': 5, 'north': 7}","{'west': 34, 'national': 43, 'east': 14, 'central': 30, 'south': 17, 'north': 43}","{'west': 10, 'national': 25, 'east': 15, 'central': 25, 'south': 13, 'north': 17}","{'west': 26, 'national': 41, 'east': 34, 'central': 33, 'south': 41, 'north': 22}","{'west': 20, 'national': 24, 'east': 20, 'central': 14, 'south': 24, 'north': 22}","{'west': 20, 'national': 24, 'east': 20, 'central': 14, 'south': 24, 'north': 22}","{'west': 6, 'national': 10, 'east': 8, 'central': 8, 'south': 10, 'north': 5}","{'west': 26, 'national': 41, 'east': 34, 'central': 33, 'south': 41, 'north': 22}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 1}","{'west': 5, 'national': 5, 'east': 4, 'central': 3, 'south': 4, 'north': 2}","{'west': 0.33, 'national': 0.78, 'east': 0.59, 'central': 0.78, 'south': 0.41, 'north': 0.45}","{'west': 3, 'national': 8, 'east': 6, 'central': 8, 'south': 4, 'north': 4}",2023-04-27
2308,"{'west': 3, 'national': 9, 'east': 6, 'central': 9, 'south': 3, 'north': 6}","{'west': 31, 'national': 31, 'east': 15, 'central': 26, 'south': 21, 'north': 31}","{'west': 8, 'national': 22, 'east': 14, 'central': 22, 'south': 8, 'north': 14}","{'west': 30, 'national': 49, 'east': 49, 'central': 40, 'south': 38, 'north': 26}","{'west': 16, 'national': 26, 'east': 24, 'central': 14, 'south': 23, 'north': 26}","{'west': 16, 'national': 26, 'east': 24, 'central': 14, 'south': 23, 'north': 26}","{'west': 7, 'national': 12, 'east': 12, 'central': 10, 'south': 9, 'north': 6}","{'west': 30, 'national': 49, 'east': 49, 'central': 40, 'south': 38, 'north': 26}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 1}","{'west': 6, 'national': 6, 'east': 3, 'central': 3, 'south': 4, 'north': 2}","{'west': 0.36, 'national': 0.91, 'east': 0.61, 'central': 0.91, 'south': 0.46, 'north': 0.49}","{'west': 4, 'national': 9, 'east': 6, 'central': 9, 'south': 5, 'north': 5}",2023-04-28
2309,"{'west': 11, 'national': 23, 'east': 10, 'central': 23, 'south': 11, 'north': 17}","{'west': 24, 'national': 62, 'east': 24, 'central': 40, 'south': 19, 'north': 62}","{'west': 26, 'national': 54, 'east': 23, 'central': 54, 'south': 27, 'north': 39}","{'west': 28, 'national': 55, 'east': 55, 'central': 49, 'south': 54, 'north': 31}","{'west': 19, 'national': 31, 'east': 28, 'central': 16, 'south': 28, 'north': 31}","{'west': 19, 'national': 31, 'east': 28, 'central': 16, 'south': 28, 'north': 31}","{'west': 7, 'national': 16, 'east': 16, 'central': 12, 'south': 15, 'north': 7}","{'west': 28, 'national': 55, 'east': 55, 'central': 49, 'south': 54, 'north': 28}",,"{'west': 4, 'national': 4, 'east': 2, 'central': 2, 'south': 3, 'north': 3}","{'west': 6, 'national': 6, 'east': 4, 'central': 3, 'south': 4, 'north': 5}","{'west': 0.33, 'national': 0.91, 'east': 0.66, 'central': 0.91, 'south': 0.44, 'north': 0.51}","{'west': 3, 'national': 9, 'east': 7, 'central': 9, 'south': 4, 'north': 5}",2023-04-29
2310,"{'west': 6, 'national': 15, 'east': 13, 'central': 15, 'south': 13, 'north': 12}","{'west': 11, 'national': 39, 'east': 23, 'central': 31, 'south': 13, 'north': 39}","{'west': 15, 'national': 35, 'east': 31, 'central': 35, 'south': 31, 'north': 27}","{'west': 25, 'national': 53, 'east': 53, 'central': 36, 'south': 39, 'north': 26}","{'west': 13, 'national': 26, 'east': 26, 'central': 12, 'south': 19, 'north': 26}","{'west': 13, 'national': 26, 'east': 26, 'central': 12, 'south': 19, 'north': 26}","{'west': 6, 'national': 14, 'east': 14, 'central': 9, 'south': 9, 'north': 6}","{'west': 25, 'national': 53, 'east': 53, 'central': 36, 'south': 39, 'north': 23}",,"{'west': 4, 'national': 4, 'east': 2, 'central': 2, 'south': 1, 'north': 1}","{'west': 6, 'national': 6, 'east': 3, 'central': 3, 'south': 2, 'north': 2}","{'west': 0.34, 'national': 0.93, 'east': 0.56, 'central': 0.93, 'south': 0.38, 'north': 0.39}","{'west': 3, 'national': 9, 'east': 6, 'central': 9, 'south': 4, 'north': 4}",2023-04-30
2311,"{'west': 12, 'national': 21, 'east': 16, 'central': 21, 'south': 13, 'north': 19}","{'west': 16, 'national': 24, 'east': 22, 'central': 24, 'south': 9, 'north': 10}","{'west': 29, 'national': 50, 'east': 37, 'central': 50, 'south': 31, 'north': 44}","{'west': 20, 'national': 45, 'east': 45, 'central': 28, 'south': 35, 'north': 24}","{'west': 10, 'national': 24, 'east': 23, 'central': 12, 'south': 18, 'north': 24}","{'west': 10, 'national': 24, 'east': 23, 'central': 12, 'south': 18, 'north': 24}","{'west': 5, 'national': 11, 'east': 11, 'central': 7, 'south': 8, 'north': 5}","{'west': 20, 'national': 45, 'east': 45, 'central': 28, 'south': 35, 'north': 22}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 1, 'north': 1}","{'west': 5, 'national': 5, 'east': 3, 'central': 3, 'south': 2, 'north': 2}","{'west': 0.3, 'national': 0.9, 'east': 0.54, 'central': 0.9, 'south': 0.36, 'north': 0.37}","{'west': 3, 'national': 9, 'east': 5, 'central': 9, 'south': 4, 'north': 4}",2023-05-01
2312,"{'west': 7, 'national': 22, 'east': 12, 'central': 22, 'south': 9, 'north': 18}","{'west': 24, 'national': 24, 'east': 15, 'central': 14, 'south': 14, 'north': 21}","{'west': 17, 'national': 51, 'east': 29, 'central': 51, 'south': 21, 'north': 42}","{'west': 27, 'national': 41, 'east': 41, 'central': 30, 'south': 35, 'north': 20}","{'west': 13, 'national': 21, 'east': 21, 'central': 12, 'south': 17, 'north': 20}","{'west': 13, 'national': 21, 'east': 21, 'central': 12, 'south': 17, 'north': 20}","{'west': 6, 'national': 10, 'east': 10, 'central': 7, 'south': 8, 'north': 5}","{'west': 27, 'national': 41, 'east': 41, 'central': 30, 'south': 35, 'north': 19}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 1, 'north': 1}","{'west': 5, 'national': 5, 'east': 4, 'central': 3, 'south': 2, 'north': 2}","{'west': 0.43, 'national': 0.91, 'east': 0.58, 'central': 0.91, 'south': 0.31, 'north': 0.35}","{'west': 4, 'national': 9, 'east': 6, 'central': 9, 'south': 3, 'north': 4}",2023-05-02
2313,"{'west': 4, 'national': 11, 'east': 9, 'central': 11, 'south': 5, 'north': 7}","{'west': 35, 'national': 39, 'east': 11, 'central': 39, 'south': 18, 'north': 30}","{'west': 9, 'national': 26, 'east': 22, 'central': 26, 'south': 13, 'north': 16}","{'west': 25, 'national': 39, 'east': 39, 'central': 33, 'south': 36, 'north': 26}","{'west': 13, 'national': 22, 'east': 20, 'central': 15, 'south': 22, 'north': 21}","{'west': 13, 'national': 22, 'east': 20, 'central': 15, 'south': 22, 'north': 21}","{'west': 6, 'national': 9, 'east': 9, 'central': 8, 'south': 9, 'north': 6}","{'west': 25, 'national': 39, 'east': 39, 'central': 33, 'south': 36, 'north': 26}",,"{'west': 3, 'national': 3, 'east': 3, 'central': 2, 'south': 1, 'north': 1}","{'west': 5, 'national': 5, 'east': 4, 'central': 3, 'south': 2, 'north': 2}","{'west': 0.52, 'national': 0.57, 'east': 0.57, 'central': 0.42, 'south': 0.43, 'north': 0.31}","{'west': 5, 'national': 6, 'east': 6, 'central': 4, 'south': 4, 'north': 3}",2023-05-03
